carName,brand,model,category,manufactureYear,licensePlate,price,count,status,color,specifications,imageUrl,warrantyPeriod,number_of_seats,fuel,gear
GEELY COOLRAY STANDAR 2025 MÀU TRẮNG,Coolray,COOLRAY STANDAR 2025 MÀU TRẮNG,Other,2025,,538000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU XANH,Coolray,COOLRAY STANDAR 2025 MÀU XANH,Other,2025,,538000000,1,Available,xanh,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU ĐỎ,Coolray,COOLRAY STANDAR 2025 MÀU ĐỎ,Other,2025,,538000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU TRẮNG,Coolray,COOLRAY STANDAR 2025 MÀU TRẮNG,Other,2025,,538000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU XANH DƯƠNG,Coolray,COOLRAY STANDAR 2025 MÀU XANH DƯƠNG,Other,2025,,538000000,1,Available,xanh,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU CAM,Coolray,COOLRAY STANDAR 2025 MÀU CAM,Other,2025,,538000000,1,Available,cam,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 202 MÀU ĐEN,Coolray,COOLRAY STANDAR 202 MÀU ĐEN,Other,2025,,538000000,1,Available,Black,,,12,5,Petrol,số tự động
MITSUBISHI TRITON ATHLETE 4WD AT,Triton,TRITON ATHLETE 4WD AT,Other,2025,,924000000,1,Available,cam,,,12,5,Diesel,số tự động
MITSUBISHI TRITON GLX 2WD AT,Triton,TRITON GLX 2WD AT,Other,2025,,655000000,1,Available,White,,,12,5,Diesel,số tự động
MITSUBISHI XFORCE ULTIMATE- 2025,ASX,XFORCE ULTIMATE- 2025,Other,2025,,705000000,1,Available,Red,,,12,5,Petrol,số tự động
MITSUBISHI XFORCE PREMIUM - 2025,ASX,XFORCE PREMIUM - 2025,Other,2025,,680000000,1,Available,White,,,12,5,Petrol,số tự động
FORD EVEREST TITANIUM 2.0L AT 4X2,Everest,EVEREST TITANIUM 2.0L AT 4X2,Other,2025,,1299000000,1,Available,bạc,,,12,5,Diesel,số tự động
EVEREST TITANIUM+ 2.0L AT 4X4 MAU TRANG TUYET,Everest,TITANIUM+ 2.0L AT 4X4 MAU TRANG TUYET,Other,2025,,1475000000,1,Available,White,,,12,5,Diesel,số tự động
MITSUBISHI XFORCE PREMIUM - 2025,ASX,XFORCE PREMIUM - 2025,Other,2025,,680000000,1,Available,White,,,12,5,Petrol,số tự động
FORD EVEREST TITANIUM 2.0L AT 4X2,Everest,EVEREST TITANIUM 2.0L AT 4X2,Other,2025,,1299000000,1,Available,bạc,,,12,5,Diesel,số tự động
EVEREST TITANIUM+ 2.0L AT 4X4 MAU TRANG TUYET,Everest,TITANIUM+ 2.0L AT 4X4 MAU TRANG TUYET,Other,2025,,1475000000,1,Available,White,,,12,5,Diesel,số tự động
FORD EVEREST SPORT 2025,Everest,EVEREST SPORT 2025,Other,2025,,1178000000,1,Available,,,,12,5,Diesel,số tự động
FORD EVEREST WILDTRAK 2025,Everest,EVEREST WILDTRAK 2025,Other,2025,,1499000000,1,Available,,,,12,5,Diesel,số tự động
FORD TERRITORY TITANIUM X 2025,Territory,TERRITORY TITANIUM X 2025,Other,2025,,889000000,1,Available,,,,12,5,Petrol,số tự động
FORD TERRITORY SPORT 2025,Territory,TERRITORY SPORT 2025,Other,2025,,869000000,1,Available,,,,12,5,Petrol,số tự động
FORD TERRITORY TITANIUM 2025,Territory,TERRITORY TITANIUM 2025,Other,2025,,849000000,1,Available,,,,12,5,Petrol,số tự động
FORD TERRITORY TREND 2025,Territory,TERRITORY TREND 2025,Other,2025,,759000000,1,Available,,,,12,5,Petrol,số tự động
FORD RANGER RAPTOR,Ranger,RANGER RAPTOR,Other,2025,,1299000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER  XLS+ 2025,Ranger,RANGER XLS+ 2025,Other,2025,,733000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER STORMTRAK 2025,Ranger,RANGER STORMTRAK 2025,Other,2025,,1039000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER WILDTRAK 2.0L 4×4 10AT 2025,Ranger,RANGER WILDTRAK 2.0L 4×4 10AT 2025,Other,2025,,979000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER SPORT 4×4 6AT 2025,Ranger,RANGER SPORT 4×4 6AT 2025,Other,2025,,864000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER XLT 2.0L 4×4 6AT 2025,Ranger,RANGER XLT 2.0L 4×4 6AT 2025,Other,2025,,830000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER WILDTRAK 2.0L 4×4 10AT 2025,Ranger,RANGER WILDTRAK 2.0L 4×4 10AT 2025,Other,2025,,979000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER SPORT 4×4 6AT 2025,Ranger,RANGER SPORT 4×4 6AT 2025,Other,2025,,864000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER XLT 2.0L 4×4 6AT 2025,Ranger,RANGER XLT 2.0L 4×4 6AT 2025,Other,2025,,830000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER XLS 2.0L 4×4 6AT 2025,Ranger,RANGER XLS 2.0L 4×4 6AT 2025,Other,2025,,776000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER XLS 2.0L 4×2 6AT 2025,Ranger,RANGER XLS 2.0L 4×2 6AT 2025,Other,2025,,707000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER XL 2.0L 4×4 6MT 2025,Ranger,RANGER XL 2.0L 4×4 6MT 2025,Other,2025,,669000000,1,Available,,,,12,5,Diesel,số tự động
FORD TRANSIT PREMIUM+ 18 CHỖ 2025,Transit,TRANSIT PREMIUM+ 18 CHỖ 2025,Other,2025,,1087000000,1,Available,,,,12,5,Diesel,Manual
FORD TRANSIT PREMIUM 16 CHỖ 2025,Transit,TRANSIT PREMIUM 16 CHỖ 2025,Other,2025,,999000000,1,Available,,,,12,5,Diesel,Manual
FORD TRANSIT TREND 16 CHỖ 2025,Transit,TRANSIT TREND 16 CHỖ 2025,Other,2025,,905000000,1,Available,,,,12,5,Diesel,Manual
FORD EVEREST TITANIUM 2.0 4X2 AT 2025,Everest,EVEREST TITANIUM 2.0 4X2 AT 2025,Other,2025,,1299000000,1,Available,,,,12,5,Diesel,số tự động
FORD EVEREST TITANIUM 2.0 4×4 AT 2025,Everest,EVEREST TITANIUM 2.0 4×4 AT 2025,Other,2025,,1468000000,1,Available,,,,12,5,Diesel,số tự động
FORD EXPLORER LIMITED 4WD 2.3L 2023,Explorer,EXPLORER LIMITED 4WD 2.3L 2023,Other,2023,,2099000000,1,Available,,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER MT - 2025 ,Xpander,XPANDER MT - 2025,Other,2025,,560000000,1,Available,White,,,12,5,Petrol,Manual
MITSUBISHI XPANDER CROSS - 2025 ,Xpander,XPANDER CROSS - 2025,Other,2025,,698000000,1,Available,White,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER AT PREMIUM- 2025 ,Xpander,XPANDER AT PREMIUM- 2025,Other,2025,,658000000,1,Available,White,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER MT - 2025 ,Xpander,XPANDER MT - 2025,Other,2025,,560000000,1,Available,White,,,12,5,Petrol,Manual
MITSUBISHI XPANDER CROSS - 2025 ,Xpander,XPANDER CROSS - 2025,Other,2025,,698000000,1,Available,White,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER AT PREMIUM- 2025 ,Xpander,XPANDER AT PREMIUM- 2025,Other,2025,,658000000,1,Available,White,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER AT ECO - 2025 - NAU,Xpander,XPANDER AT ECO - 2025 - NAU,Other,2025,,598000000,1,Available,nâu,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER AT ECO - 2025 - XAM BAC,Xpander,XPANDER AT ECO - 2025 - XAM BAC,Other,2025,,598000000,1,Available,bạc,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER AT ECO - 2025 - ĐEN,Xpander,XPANDER AT ECO - 2025 - ĐEN,Other,2025,,598000000,1,Available,Black,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER AT ECO - 2025 - TRANG,Xpander,XPANDER AT ECO - 2025 - TRANG,Other,2025,,598000000,1,Available,White,,,12,5,Petrol,số tự động
MITSUBISHI ATTRAGE CVT PREMIUM- 2025 - ĐO,Attrage,ATTRAGE CVT PREMIUM- 2025 - ĐO,Other,2025,,490000000,1,Available,Red,,,12,5,Petrol,số tự động
MITSUBISHI ATTRAGE CVT PREMIUM- 2025 - XAM,Attrage,ATTRAGE CVT PREMIUM- 2025 - XAM,Other,2025,,490000000,1,Available,xám,,,12,5,Petrol,số tự động
MITSUBISHI ATTRAGE MT - 2025 - XÁM- XE MỚI 100%,Attrage,ATTRAGE MT - 2025 - XÁM- XE MỚI 100%,Other,2025,,380000000,1,Available,xám,,,12,5,Petrol,Manual
MITSUBISHI ATTRAGE MT - 2025 - TRẮNG - XE MỚI 100%,Attrage,ATTRAGE MT - 2025 - TRẮNG - XE MỚI 100%,Other,2025,,380000000,1,Available,White,,,12,5,Petrol,Manual
MITSUBISHI ATTRAGE CVT PREMIUM- 2025 - TRANG,Attrage,ATTRAGE CVT PREMIUM- 2025 - TRANG,Other,2025,,490000000,1,Available,White,,,12,5,Petrol,số tự động
TOYOTA YARIS CROSS 1.5V 2025,Yaris Cross,YARIS CROSS 1.5V 2025,Other,2025,,650000000,1,Available,,,,12,5,Petrol,số tự động
TOYOTA INNOVA CROSS HEV 2025,Innova,INNOVA CROSS HEV 2025,Other,2025,,1005000000,1,Available,,,,12,5,hybrid,số tự động
HYUNDAI ACCENT 1.5 MT 2024,Accent,ACCENT 1.5 MT 2024,Other,2024,,439000000,1,Available,,,,12,5,Petrol,Manual
TOYOTA YARIS CROSS 1.5V 2025,Yaris Cross,YARIS CROSS 1.5V 2025,Other,2025,,650000000,1,Available,,,,12,5,Petrol,số tự động
TOYOTA INNOVA CROSS HEV 2025,Innova,INNOVA CROSS HEV 2025,Other,2025,,1005000000,1,Available,,,,12,5,hybrid,số tự động
HYUNDAI ACCENT 1.5 MT 2024,Accent,ACCENT 1.5 MT 2024,Other,2024,,439000000,1,Available,,,,12,5,Petrol,Manual
 MITSUBISHI XPANDER AT PREMIUM 2024,Xpander,XPANDER AT PREMIUM 2024,Other,2024,,658000000,1,Available,White,,,12,5,Petrol,số tự động
MITSUBISHI ATTRAGE CVT 1.2L MIVEC 2024,Attrage,ATTRAGE CVT 1.2L MIVEC 2024,Other,2024,,465000000,1,Available,,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER CROSS 1.5L MIVEC 2024,Xpander Cross,XPANDER CROSS 1.5L MIVEC 2024,Other,2024,,698000000,1,Available,cam,,,12,5,Petrol,số tự động
MITSUBISHI XFORCE GLX 1.5L MIVEC 2024,Xforce ,XFORCE GLX 1.5L MIVEC 2024,Other,2024,,599000000,1,Available,White,,,12,5,Petrol,số tự động
MITSUBISHI PAJERO  D 4X4 AT Diesel 2.4L MIVEC 2024,Pajero Sport,PAJERO D 4X4 AT Diesel 2.4L MIVEC 2024,Other,2024,,1365000000,1,Available,White,,,12,5,Diesel,số tự động
MITSUBISHI PAJERO  D 4X2 AT Diesel 2.4L MIVEC 2024,Pajero Sport,PAJERO D 4X2 AT Diesel 2.4L MIVEC 2024,Other,2024,,1130000000,1,Available,White,,,12,5,Diesel,số tự động
MITSUBISHI ATTRAGE CVT PREMIUM 1.2L MIVEC 2024,Attrage,ATTRAGE CVT PREMIUM 1.2L MIVEC 2024,Other,2024,,490000000,1,Available,White,,,12,5,Petrol,số tự động
FORD EVEREST PLATINUM 2025,Everest,EVEREST PLATINUM 2025,Other,2025,,1545000000,1,Available,,,,12,5,Diesel,số tự động
MITSUBISHI ATTRAGE MT 1.2L MIVEC 2024,Attrage,ATTRAGE MT 1.2L MIVEC 2024,Other,2024,,380000000,1,Available,White,,,12,5,Petrol,Manual
VOLVO V60 CROSS COUNTRY 2024,V60,V60 CROSS COUNTRY 2024,Other,2024,,2690000000,1,Available,Black,,,12,5,Petrol,số tự động
TOYOTA VIOS 1.5G 2025 ,Vios,VIOS 1.5G 2025,Other,2025,,545000000,1,Available,,,,12,5,Petrol,số tự động
TOYOTA VIOS 1.5 ECVT 2025,Vios,VIOS 1.5 ECVT 2025,Other,2025,,488000000,1,Available,,,,12,5,Petrol,số tự động
VOLVO V60 CROSS COUNTRY 2024,V60,V60 CROSS COUNTRY 2024,Other,2024,,2690000000,1,Available,Black,,,12,5,Petrol,số tự động
TOYOTA VIOS 1.5G 2025 ,Vios,VIOS 1.5G 2025,Other,2025,,545000000,1,Available,,,,12,5,Petrol,số tự động
TOYOTA VIOS 1.5 ECVT 2025,Vios,VIOS 1.5 ECVT 2025,Other,2025,,488000000,1,Available,,,,12,5,Petrol,số tự động
TOYOTA VIOS 1.5MT 2025,Vios,VIOS 1.5MT 2025,Other,2025,,458000000,1,Available,,,,12,5,Petrol,Manual
TOYOTA COROLLA CROSS 1.8V 2025,Corolla Cross,COROLLA CROSS 1.8V 2025,Other,2025,,820000000,1,Available,,,,12,5,Petrol,số tự động
TOYOTA COROLLA CROSS 1.8HEV 2025,Corolla Cross,COROLLA CROSS 1.8HEV 2025,Other,2025,,905000000,1,Available,,,,12,5,hybrid,số tự động
TOYOTA CAMRY 2.5 HEV TOP 2025,Camry,CAMRY 2.5 HEV TOP 2025,Other,2025,,1530000000,1,Available,,,,12,5,hybrid,số tự động
TOYOTA CAMRY 2.5 HEV MID 2025,Camry,CAMRY 2.5 HEV MID 2025,Other,2025,,1460000000,1,Available,,,,12,5,hybrid,số tự động
TOYOTA CAMRY 2.0Q 2025,Camry,CAMRY 2.0Q 2025,Other,2025,,1220000000,1,Available,,,,12,5,Petrol,số tự động
VOLVO EC40 2024,XC40,EC40 2024,Other,2024,,1739000000,1,Available,xanh,,,12,5,Electric,số tự động
VOLVO PLUG-IN HYBRID XC90 2024,XC90,PLUG-IN HYBRID XC90 2024,Other,2024,,4370000000,1,Available,xanh,,,12,5,plug-in hybrid ,số tự động
VOLVO PLUG-IN HYBRID XC60 2024,XC60,PLUG-IN HYBRID XC60 2024,Other,2024,,2750000000,1,Available,Red,,,12,5,plug-in hybrid ,số tự động
VOLVO PLUG-IN HYBRID S90 2024,S90,PLUG-IN HYBRID S90 2024,Other,2024,,2750000000,1,Available,nâu,,,12,5,plug-in hybrid ,số tự động
VOLVO XC60 2024,XC60,XC60 2024,Other,2024,,2279000000,1,Available,White,,,12,5,hybrid,số tự động
VOLVO XC40 2024,XC40,XC40 2024,Other,2024,,1820000000,1,Available,bạc,,,12,5,hybrid,số tự động
VOLVO PLUG-IN HYBRID S90 2024,S90,PLUG-IN HYBRID S90 2024,Other,2024,,2750000000,1,Available,nâu,,,12,5,plug-in hybrid ,số tự động
VOLVO XC60 2024,XC60,XC60 2024,Other,2024,,2279000000,1,Available,White,,,12,5,hybrid,số tự động
VOLVO XC40 2024,XC40,XC40 2024,Other,2024,,1820000000,1,Available,bạc,,,12,5,hybrid,số tự động
VOLVO S90 2024,S90,S90 2024,Other,2024,,2269000000,1,Available,nâu,,,12,5,hybrid,số tự động
TOYOTA CAMRY 2.0Q 2025,Camry,CAMRY 2.0Q 2025,Other,2025,,1220000000,1,Available,White,,,12,5,Petrol,số tự động
TOYOTA CAMRY HEV TOP CE 2025,Camry,CAMRY HEV TOP CE 2025,Other,2025,,1542000000,1,Available,Red,,,12,5,hybrid,số tự động
TOYOTA CAMRY 2.5HEV MID 2025,Camry,CAMRY 2.5HEV MID 2025,Other,2025,,1460000000,1,Available,xám,,,12,5,plug-in hybrid ,số tự động
TOYOTA WIGO E 1.2 MT 2025,Wigo,WIGO E 1.2 MT 2025,Other,2025,,360000000,1,Available,Red,,,12,5,Petrol,Manual
TOYOTA WIGO 1.2 G 2025,Wigo,WIGO 1.2 G 2025,Other,2025,,405000000,1,Available,Red,,,12,5,Petrol,số tự động
TOYOTA COROLLA ALTIS 1.8G 2025,Corolla Altis,COROLLA ALTIS 1.8G 2025,Other,2025,,725000000,1,Available,xanh,,,12,5,Petrol,số tự động
TOYOTA COROLLA ALTIS 1.8V 2025,Corolla Altis,COROLLA ALTIS 1.8V 2025,Other,2025,,780000000,1,Available,xanh,,,12,5,Petrol,số tự động
TOYOTA COROLLA ALTIS 1.8HEV 2025,Corolla Altis,COROLLA ALTIS 1.8HEV 2025,Other,2025,,870000000,1,Available,xanh,,,12,5,plug-in hybrid ,số tự động
TOYOTA RAIZE 2025,Raize,RAIZE 2025,Other,2025,,498000000,1,Available,xanh,,,12,5,Petrol,số tự động
TOYOTA COROLLA CROSS 1.8V 2025,Corolla Cross,COROLLA CROSS 1.8V 2025,Other,2025,,820000000,1,Available,White,,,12,5,Petrol,số tự động
TOYOTA COROLLA CROSS 1.8HEV 2025,Corolla Cross,COROLLA CROSS 1.8HEV 2025,Other,2025,,905000000,1,Available,White,,,12,5,plug-in hybrid ,số tự động
